# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0,3.0,-0.5872506395771102,0,3.0,-1.7454850195407872,0.0,0.0,0.0
 0.08919467360617411,1.011932907887954,2.9998776898884114,-0.5872506395771102,0.26758402081852234,3.0,-1.7454850195407872,0.0,-32.42811706039267,0.0
 0.12580061622996144,1.023732405681275,2.999512170981845,-1.7743124320873036,0.3774018486898843,2.999999999999999,-1.7862479551871335,0.0,-43.128482823263894,0.0
 0.1536699936979178,1.0353996545741513,2.998905560422599,-2.9762763995091177,0.4610099810937534,3.0,-1.8255032555004094,0.0,-52.13845315000665,0.0
 0.17699116784125507,1.0469358157607709,2.9980599753529744,-4.192206344984654,0.5309735035237653,3.0000000000000036,-1.8630187746543145,0.0,-60.232415847273124,0.0
 0.1973935008220307,1.0583420504353218,2.9969775329152686,-5.421088149337266,0.5921805024660921,2.9999999999999987,-1.898564147647694,0.0,-67.71509030805207,0.0
 0.2157165146014856,1.0696195197919922,2.9956603502517813,-6.661832682128739,0.6471495438044569,3.0000000000000013,-1.9319138651445475,0.0,-74.73589471259643,0.0
 0.23246144007772473,1.0807693850249707,2.994110544504811,-7.913279669491219,0.6973843202331743,3.000000000000003,-1.9628504659899582,0.0,-81.37507483490614,0.0
 0.24795663745165497,1.0917928073284446,2.9923302328166574,-9.174202515376434,0.743869912354965,3.0,-1.9911677732184945,0.0,-87.67681630918405,0.0
 0.2624315190594893,1.1026909478966027,2.9903215323296197,-10.443314051203712,0.7872945571784681,3.000000000000004,-2.016674091532081,0.0,-93.66463280640204,0.0
 0.27605415416194357,1.1134649679236333,2.988086560185996,-11.719273165930693,0.8281624624858309,3.000000000000004,-2.039195279601566,0.0,-99.34949779659478,0.0
 0.2889522473411481,1.1241160286037237,2.9856274335280863,-13.000692245818346,0.8668567420234446,3.0000000000000084,-2.0585776101318656,0.0,-104.73457710272858,0.0
 0.30122568292488305,1.1346452911310632,2.9829462694981896,-14.286145331278409,0.9036770487746495,3.0,-2.0746903323351282,0.0,-109.81820272347441,0.0
 0.3129544447744435,1.145053916699839,2.980045185238604,-15.57417687776879,0.9388633343233308,2.999999999999995,-2.087427859123062,0.0,-114.59586089674954,0.0
 0.32420383984462015,1.1553430665042397,2.9769262978916298,-16.86331099040333,0.9726115195338606,2.9999999999999902,-2.096711511062385,0.0,-119.06158750193154,0.0
 0.33502806976146626,1.1655139017384535,2.973591724599565,-18.152060987788932,1.005084209284399,3.0000000000000053,-2.1024907628143175,0.0,-123.20898281968259,0.0
 0.34547274776558484,1.1755675835966681,2.97004358250471,-19.438939140555494,1.0364182432967548,3.0000000000000053,-2.1047439546321547,0.0,-127.03196556687433,0.0
 0.3555767186728705,1.1855052732730722,2.9662839887493626,-20.722466424938506,1.0667301560186118,3.0,-2.1034784491247787,0.0,-130.52533685399717,0.0
 0.3653734044120669,1.1953281319618536,2.9623150604758224,-22.001182131099863,1.096120213236201,2.9999999999999942,-2.0987302329722652,0.0,-133.68519751672653,0.0
 0.374891818290136,1.2050373208572007,2.958138914826388,-23.273653170435484,1.1246754548704083,3.0000000000000058,-2.0905629821429583,0.0,-136.50924689675116,0.0
 0.384157342739843,1.2146340011533014,2.953757668943359,-24.53848293516842,1.1524720282195293,3.000000000000012,-2.0790666268436984,0.0,-138.99698244250524,0.0
 0.3931923348644657,1.2241193340443441,2.949173439969034,-25.794319576882778,1.1795770045933973,2.9999999999999813,-2.0643554682785217,0.0,-141.14981460377606,0.0
 0.40201660441217046,1.233494480724517,2.944388345045713,-27.03986358755505,1.2060498132365116,3.0,-2.0465659122268014,0.0,-142.08919564260307,0.0
 0.41070136748185804,1.2427606023880078,2.9394045013156944,-28.273874586473543,1.216904696181952,1.2498766930473042,-2.0258538939256625,0.0,-141.66124330451063,0.0
 0.4193226574205745,1.251918860229005,2.9342240259212766,-29.495177238080785,1.224013107444724,0.8245182928890391,-2.0023920746641592,0.0,-140.85770323282142,0.0
 0.42789506051050274,1.2609704154416967,2.9288490360047597,-30.702666248514024,1.2320457707497057,0.937037516868434,-1.9763668929508464,0.0,-139.95788019572876,0.0
 0.43641651111677104,1.2699164292202711,2.9232816487084423,-31.895310411559937,1.2409916987895562,1.0498128139439034,-1.9479755514049293,0.0,-138.96686238647604,0.0
 0.4448850428582142,1.2787580627589161,2.917523981174624,-33.072155696688576,1.2508397071686363,1.1628944284268534,-1.9174230165623387,0.0,-137.88999283029983,0.0
 0.4532987911816716,1.2874964772518205,2.9115781505456027,-34.23232739268606,1.2615784724967958,1.2763354589796658,-1.8849191013619466,0.0,-136.73280691929196,0.0
 0.46165599507382454,1.2961328338931717,2.9054462739636784,-35.37503133885697,1.2731965909459202,1.3901920545498874,-1.8506756912485693,0.0,-135.50097166103254,0.0
 0.4699549979464211,1.304668293877158,2.89913046857115,-36.4995542919115,1.2856826368698675,1.5045236296009061,-1.8149041642343644,0.0,-134.200227634404,0.0
 0.4781942477406986,1.313104018397968,2.8926328515103163,-37.605263489840254,1.2990252210982598,1.6193930954319777,-1.7778130442689564,0.0,-132.83633449156372,0.0
 0.48637229630500867,1.3214411686497896,2.8859555399234766,-38.691605484417195,1.3132130485704299,1.7348671092621428,-1.7396059160380892,0.0,-131.41502065982965,0.0
